id,providerid,providername,namezh,nameen,pathattributeid,pathattributename,pathattributeename,buildperiod,departurezh,departureen,destinationzh,destinationen,realsequence,distance,gofirstbustime,backfirstbustime,golastbustime,backlastbustime,peakheadway,offpeakheadway,bustimedesc,headwaydesc,holidaygofirstbustime,holidaybackfirstbustime,holidaygolastbustime,holidaybacklastbustime,holidaybustimedesc,holidaypeakheadway,holidayoffpeakheadway,holidayheadwaydesc,segmentbufferzh,segmentbufferen,ticketpricedescriptionzh,ticketpricedescriptionen
16606,16176,臺北客運,981,981,161577,981繞,"981 Sub",10,北大社區,"National Taipei University community",鶯歌,Yingge,60,26.8,0530,0530,2200,2200,,,,,0530,0530,2100,2100,,,,,,,一段票,"1 Segment"
19238,16176,臺北客運,北大社區-捷運頂埔站,"Beta Community - MRT Dingpu Sta.",161597,北大社區-捷運頂埔站,"Beta Community - MRT Dingpu Sta.",10,北大社區,"Beta Community",捷運頂埔站,"MRT Dingpu Sta.",2,8.2,0700,0700,0710,0710,,,,," "," "," "," ",,,,,三角湧大橋,"Sanjiaoyong Bridge",二段票,"2 segments"
16664,16176,臺北客運,921,921,161759,921三峽二站(車機),921,10,三峽,Sanxia,捷運景安站,"MRT Jingan Sta.",208,44.5,0600,0600,2220,2220,0710,1520,,,0630,0630,2220,2220,,1530,1530,,北二高,"Northern National Highway No.2",兩段票,"2 segments"
16664,16176,臺北客運,921,921,161760,921南華路口(車機),921,10,三峽,Sanxia,捷運景安站,"MRT Jingan Sta.",208,44.5,0600,0600,2220,2220,0710,1520,,,0630,0630,2220,2220,,1530,1530,,北二高,"Northern National Highway No.2",兩段票,"2 segments"
19733,16176,臺北客運,三峽-中和高中,"Sanxia-Zhonghe High School",162430,三峽-中和高中,"Sanxia-Zhonghe High School",10,三峽,Sanxia,中和高中,"Zhonghe High School",2,31.6,0625,0625,0625,0625,,,,," "," "," "," ",,,,,捷運永寧站,"MRT Yongning Station",二段票,"2 segments"
10195,16176,臺北客運,705,705,162479,705繞,705,10,三峽,Sanxia,西門,Ximen,148,54,0500,0500,2200,2200,0710,2030,,21時後固定班次；0640班次寒暑假不繞駛,0500,0500,2200,2200,,15,30,21時後固定班次,,,一段票,"1 segments"
10173,16176,臺北客運,241,241,10173,241,241,10,中和,Zhonghe,博愛路,"Boai Rd.",34,34.1,0520,0520,2100,2100,,,,,0600,0600,2100,2100,,,,,得和路(民生路)-重慶南路三段(中正橋),"Dehe Rd.-Chongqing S. Road Sec. 3(Zhongzheng Bridge)",二段票,"2 segments"
10116,16176,臺北客運,242,242,101160,242,242,10,中和,Zhonghe,西門,Ximen,6,25.25,0530,0530,1710,1710,,,,," "," "," "," ",,,,,智光商職-重慶南路三段(中正橋),"Chih-Kuang Senior Commercial & Industrial Vocational High School-Chongqing S. Road Sec. 3(Zhongzheng Bridge)",二段票,"2 segments"
10171,16176,臺北客運,201,201,101710,201,201,10,中和,Zhonghe,捷運龍山寺站,"MRT Longshan Temple Sta.",4,17.9,0730,0730,1720,1720,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
10172,16176,臺北客運,243,243,101720,243,243,10,中和,Zhonghe,西門,Ximen,48,20.9,0530,0530,2100,2100,2030,3040,,,0550,0550,1830,1830,,20,30,"243寵物公車:1035 1215 1355",莊敬路-重慶南路三段(中正橋),"Zhuangjing Rd.-Chongqing S. Road Sec. 3(Zhongzheng Bridge)",二段票,"2 segments"
16407,16176,臺北客運,橘2,O2,157403,橘2,O2,10,中和,Zhonghe,秀山,Xiushan,99,15,0550,0550,2300,2300,0812,1520,,,0600,0600,2300,2300,,15,20,,,,一段票,"1 segments"
16466,16176,臺北客運,橘3,O3,157489,橘3,O3,10,中和,Zhonghe,捷運頂溪站,"MRT Dingxi Sta.",60,18.4,0600,0600,2300,2300,,,,平日07:00-09:00時段班次不停靠捷運頂溪站,0640,0640,2200,2200,,,,,,,一段票,"1 segments"
16897,16176,臺北客運,570,570,158024,570山中湖,570Shanzhonghu,10,山中湖,Shanzhonghu,南天母廣場,"Nantianmu Square",14,24," "," "," "," ",,,,,0600,0650,1700,1745,,,,南天母廣場17:45發車班次僅行駛至青山路,,,一段票,"1 Segment"
17516,16176,臺北客運,藍18,BL18,158684,藍18中和站,"BL18Zhonghe Sta.",10,中和,Zhonghe,新莊,Xinzhuang,68,27.2,0600,0600,2300,2300,,,,,0600,0600,2300,2300,,,,,,,一段票,"1 segments"
17516,16176,臺北客運,藍18,BL18,159204,藍18新莊田徑場(中和里),"BL18Xinzhuang Stadium",10,中和,Zhonghe,新莊,Xinzhuang,68,27.2,0600,0600,2300,2300,,,,,0600,0600,2300,2300,,,,,,,一段票,"1 segments"
10172,16176,臺北客運,243,243,159537,243寵物公車,243PET,10,中和,Zhonghe,西門,Ximen,48,20.9,0530,0530,2100,2100,2030,3040,,,0550,0550,1830,1830,,20,30,"243寵物公車:1035 1215 1355",莊敬路-重慶南路三段(中正橋),"Zhuangjing Rd.-Chongqing S. Road Sec. 3(Zhongzheng Bridge)",二段票,"2 segments"
16897,16176,臺北客運,570,570,159681,570南天母廣場,"570Nantianmu Square",10,山中湖,Shanzhonghu,南天母廣場,"Nantianmu Square",14,24," "," "," "," ",,,,,0600,0650,1700,1745,,,,南天母廣場17:45發車班次僅行駛至青山路,,,一段票,"1 Segment"
16466,16176,臺北客運,橘3,O3,160037,橘3平日07:00-09:00之時段取消停靠捷運頂溪站,O3,10,中和,Zhonghe,捷運頂溪站,"MRT Dingxi Sta.",60,18.4,0600,0600,2300,2300,,,,平日07:00-09:00時段班次不停靠捷運頂溪站,0640,0640,2200,2200,,,,,,,一段票,"1 segments"
18368,16176,臺北客運,中和左岸社區-捷運頂溪站,"Zhonghe ZuoAn Commumity-MRT Dingxi Station",160288,中和左岸社區-捷運頂溪站,"Zhonghe ZuoAn Commumity-MRT Dingxi Station",10,中和左岸社區,"Zhonghe ZuoAn Commumity",捷運頂溪站,"MRT Dingxi Sta.",3,5,0630,0630,0820,0820,,,,," "," "," "," ",,,,,環河西路,"Huanhe W. Rd.",二段票,"2 Segment"
18478,16176,臺北客運,中和環河西路-永和仁愛路,"Zhonghe Huanhe W. Rd-yonghe Ren'ai Rd",160417,中和環河西路-永和仁愛路," ",10,環河西路,"Huanhe W. Rd.",仁愛路,"Renai Rd.",2,1.8,0745,0745,0815,0815,,,,," "," "," "," ",,,,,,,一段票,"1 Segment"
18538,16176,臺北客運,捷運頂溪站-捷運頂埔站,"MRT DingXi Station-MRT Dingpu Station",160507,捷運頂溪站-捷運頂埔站,"MRT DingXi Station-MRT Dingpu Sta.",10,捷運頂溪站,"MRT DingXi Sta.",捷運頂埔站,"MRT Dingpu Sta.",4,27,1610,1610,1700,1700,,,,," "," "," "," ",,,,,,,一段票,"1 Segment"
17525,16176,臺北客運,823,823,158693,823,823,10,舊莊,Jiuzhuang,汐止,Xizhi,56,18.3,0530,0530,2300,2300,1015,1520,,"21:00後30分乙班車,平常日時段07:30~08:00、12:00~12:30、16:00~16:30不停靠汐止區中心(仁愛路)、秀峰國小",0530,0530,2300,2300,,,,,,,一段票,"1 segments"
16191,16176,臺北客運,藍31,BL31,157186,藍31,BL31,10,五福新村,"Wufu New Village",板橋後站,"Old Banqiao Sta.",42,15.5,0530,0600,2130,2200,,,,,0600,0630,2100,2130,,,,,,,一段票,"1 segments"
16464,16176,臺北客運,藍17,BL17,157487,藍17,BL17,10,五福新村,"Wufu New Village",捷運永寧站,"MRT Yongning Sta.",48,26.5,0530,0530,2200,2200,,,,,0600,0600,2200,2200,,,,,,,一段票,"1 segments"
16471,16176,臺北客運,藍33,BL33,157494,藍33,BL33,10,五福新村,"Wufu New Village",新北板橋公車站,"Banqiao Bus Station",4,14,0700,0700,0815,0815,,,,07:00往程繞駛光復國小與光復國中，寒暑假期間除外," "," "," "," ",,,,,,,一段票,"1 segments"
16471,16176,臺北客運,藍33,BL33,159295,藍33繞,"BL33S ",10,五福新村,"Wufu New Village",新北板橋公車站,"Banqiao Bus Station",4,14,0700,0700,0815,0815,,,,07:00往程繞駛光復國小與光復國中，寒暑假期間除外," "," "," "," ",,,,,,,一段票,"1 segments"
16467,16176,臺北客運,51,51,157490,51,51,10,南雅站,"Nanya Stop",永和,Yonghe,2,29.7,0540,0540,0540,0540,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
16468,16176,臺北客運,57,57,157491,57,57,10,板橋,Banqiao,永和,Yonghe,250,29,0510,0510,2200,2200,0812,1220,,,0530,0530,2200,2200,,12,20,,,,一段票,"1 segments"
16599,16176,臺北客運,藍32,BL32,157647,藍32,BL32,10,南雅站,"Nanya Stop",聯合醫院(板橋院區),"United Hospital (Banqiao Campus)",42,16.45,0600,0600,2100,2100,,,,,0700,0700,2000,2000,,,,,,,一段票,"1 segments"
16900,16176,臺北客運,573,573,158027,573信義國小,"573Xinyi Elementary School",10,信義國小,"Xinyi Elementary School",南天母廣場,"Nantianmu Square",14,17.2," "," "," "," ",,,,,0600,0640,1630,1710,,,,,,,一段票,"Charge for 1 sections"
16901,16176,臺北客運,574,574,158028,574信義國小,"574Xinyi Elementary School",10,信義國小,"Xinyi Elementary School",南天母廣場,"Nantianmu Square",14,16.6," "," "," "," ",,,,,0640,0720,1650,1740,,,,,,,一段票,"Charge for 1 sections"
17517,16176,臺北客運,99,99,158685,99民安站,"99 Minan Stop",10,新莊,Xinzhuang,板橋,Banqiao,170,29.9,0530,0530,2200,2200,0815,1020,,21:00以後班距15~25分,0545,0545,2200,2200,,15,25,,"(往程)仁義里-捷運新埔站 (返程)捷運新埔站-思源復興路口","(Go)Renyi Village-MRT Xinpu sta.(Back)MRT Xinpu sta.-Siyuan & Fuxing Intersection",二段票,"2 segments"
17518,16176,臺北客運,845,845,158686,845,845,10,新莊,Xinzhuang,捷運新埔站,"MRT Xinpu Sta.",15,29.2,0630,0630,2100,2100,,,,,0700,0700,2100,2100,,,,,,,一段票,"1 segments"
17517,16176,臺北客運,99,99,158936,99亞東技術學院(南雅南路),"99 Oriental Institute of Technology",10,新莊,Xinzhuang,板橋,Banqiao,170,29.9,0530,0530,2200,2200,0815,1020,,21:00以後班距15~25分,0545,0545,2200,2200,,15,25,,"(往程)仁義里-捷運新埔站 (返程)捷運新埔站-思源復興路口","(Go)Renyi Village-MRT Xinpu sta.(Back)MRT Xinpu sta.-Siyuan & Fuxing Intersection",二段票,"2 segments"
16900,16176,臺北客運,573,573,159676,573南天母廣場,"573Nantianmu Square",10,信義國小,"Xinyi Elementary School",南天母廣場,"Nantianmu Square",14,17.2," "," "," "," ",,,,,0600,0640,1630,1710,,,,,,,一段票,"Charge for 1 sections"
16901,16176,臺北客運,574,574,159677,574南天母廣場,"574Nantianmu Square",10,信義國小,"Xinyi Elementary School",南天母廣場,"Nantianmu Square",14,16.6," "," "," "," ",,,,,0640,0720,1650,1740,,,,,,,一段票,"Charge for 1 sections"
10162,16176,臺北客運,245,245,10162,245,245,10,宏國德霖科技大學,"Hungkuo Delin University of Technology",捷運台大醫院站,"MRT NTU Hospital Sta.",90,31,0520,0520,2200,2200,1215,2030,,21:00以後30分一班次,0530,0530,2200,2200,,20,30,20:00以後30分一班次,,,一段票,"1 segments"
10164,16176,臺北客運,657,657,10164,657,657,10,宏國德霖科技大學,"Hungkuo Delin University of Technology",捷運江子翠站,"MRT Jiangzicui Sta.",96,26.3,0530,0530,2200,2200,,,,,0530,0530,2200,2200,,,,,,,一段票,"1 segments"
10161,16176,臺北客運,231,231,101610,231,231,10,宏國德霖科技大學,"Hungkuo Delin University of Technology",捷運西門站,"MRT Ximen Sta.",50,29.5,0530,0530,2000,2000,,,,,0600,0600,2000,2000,,,,,,,一段票,"1 segments"
16581,16176,臺北客運,275,275,157623,275,275,10,宏國德霖科技大學,"Hungkuo Delin University of Technology",松山機場,"Taipei Songshan Airport",146,44.64,0530,0530,2140,2140,0710,1520,,,0530,0530,2130,2130,,20,30,,公館-成功國宅,"Gongguan-Chenggong Public Housing",二段票,"Charge for 2 sections"
16601,16176,臺北客運,藍40,BL40,157649,藍40,BL40,10,華克山莊,"Huake Shanzhuang",土城,Tucheng,22,12.2,0630,0630,2000,2000,,,,,0700,0700,1900,1900,,,,,,,一段票,"1 segments"
16685,16176,臺北客運,657延,657Ext,157770,657延,657sub,10,宏國德霖科技大學,"Hungkuo Delin University of Technology",捷運江子翠站,"MRT Jiangzicui Sta.",32,29.3,0600,0600,1800,1800,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
16899,16176,臺北客運,572,572,158026,572金城路口,"572Jincheng Rd. Entrance",10,金城路口,"Jincheng Rd. Intersection",南天母廣場,"Nantianmu Square",16,20," "," "," "," ",,,,,0600,0640,1630,1710,,,,,,,一段票,"1 Segment"
10163,16176,臺北客運,656,656,158438,656,656,10,宏國德霖科技大學,"Hungkuo Delin University of Technology",捷運台大醫院站,"MRT NTU Hospital Sta.",99,31,0530,0530,2240,2240,0710,1015,,20:00後12-15分乙班次,0530,0530,2240,2240,,10,15,,,,一段票,"1 segments"
17524,16176,臺北客運,805,805,158692,805捷運永寧站,"805 MRT Yongning Station",10,土城,Tucheng,五股,Wugu,60,39.6,0530,0530,2200,2200,1520,2030,,,0600,0600,2200,2200,,,,,臺北醫院(復興路)-新北板橋公車站,"Taipei Hospital-Banqiao Bus Station",兩段票,"2 segments"
17524,16176,臺北客運,805,805,158922,805五股站,"805 Wugu Sta.",10,土城,Tucheng,五股,Wugu,60,39.6,0530,0530,2200,2200,1520,2030,,,0600,0600,2200,2200,,,,,臺北醫院(復興路)-新北板橋公車站,"Taipei Hospital-Banqiao Bus Station",兩段票,"2 segments"
16899,16176,臺北客運,572,572,159679,572南天母廣場,"572Nantianmu Square",10,金城路口,"Jincheng Rd. Intersection",南天母廣場,"Nantianmu Square",16,20," "," "," "," ",,,,,0600,0640,1630,1710,,,,,,,一段票,"1 Segment"
18778,16176,臺北客運,土城-南天母廣場,"Tucheng-Nantianmu Square",160867,承天路-南天母廣場,"Chengtian Rd.-Nantianmu Square",10,土城區公所,"Tucheng Dist. Office",南天母廣場,"Nantianmu Square",8,8.8,0620,0650,1705,1715,,,,承天路-南天母廣場16:30班次會於16:20土城區公所發車；寒暑假期間僅保留07:05、07:15、17:05、17:15班次," "," "," "," ",,,,,,,一段票,"1 Segment"
18778,16176,臺北客運,土城-南天母廣場,"Tucheng-Nantianmu Square",160868,南天母廣場-經土城國中-承天路,"Nantianmu Square-Tucheng Junior High School-Chengtian Rd",10,土城區公所,"Tucheng Dist. Office",南天母廣場,"Nantianmu Square",8,8.8,0620,0650,1705,1715,,,,承天路-南天母廣場16:30班次會於16:20土城區公所發車；寒暑假期間僅保留07:05、07:15、17:05、17:15班次," "," "," "," ",,,,,,,一段票,"1 Segment"
18778,16176,臺北客運,土城-南天母廣場,"Tucheng-Nantianmu Square",160869,南天母廣場-經承天路-土城區公所,"Nantianmu Square-Chengtian Rd-Tucheng Dist. Office",10,土城區公所,"Tucheng Dist. Office",南天母廣場,"Nantianmu Square",8,8.8,0620,0650,1705,1715,,,,承天路-南天母廣場16:30班次會於16:20土城區公所發車；寒暑假期間僅保留07:05、07:15、17:05、17:15班次," "," "," "," ",,,,,,,一段票,"1 Segment"
18778,16176,臺北客運,土城-南天母廣場,"Tucheng-Nantianmu Square",160870,南天母廣場-承天路,"Nantianmu Square-Chengtian Rd",10,土城區公所,"Tucheng Dist. Office",南天母廣場,"Nantianmu Square",8,8.8,0620,0650,1705,1715,,,,承天路-南天母廣場16:30班次會於16:20土城區公所發車；寒暑假期間僅保留07:05、07:15、17:05、17:15班次," "," "," "," ",,,,,,,一段票,"1 Segment"
10164,16176,臺北客運,657,657,162088,657經海山拖吊場,"657 Haishan Towing field",10,宏國德霖科技大學,"Hungkuo Delin University of Technology",捷運江子翠站,"MRT Jiangzicui Sta.",96,26.3,0530,0530,2200,2200,,,,,0530,0530,2200,2200,,,,,,,一段票,"1 segments"
10143,16176,臺北客運,棕7,BR7,10143,棕7,BR7,10,新店,"Xindian Station",臺北市政府,"Taipei City Hall",156,41,0525,0525,2245,2245,1015,1520,,"21:10以後為固定班次，發車時間21:10 21:30 21:50 22:15 22:45，綠野香坡班次請參考備註",0525,0525,2215,2215,,15,20,"19:15以後為固定班次，發車時間19:15 19:35 20:15 20:55 21:35 22:15，綠野香坡班次請參考備註",景美女中-博嘉國小,"Jingmei Girls High School-Bojia Elementary School",二段票,"2 segments"
10149,16176,臺北客運,624綠野香坡,624G,101490,624綠野香坡,624G,10,新店,Xindian,西門,Ximen,80,36.55,0730,0730,2000,2000,,,,"平日05:55-07:25 發車班次全部繞駛伴山別墅(一)",0700,0700,1930,1930,,,,,智光商職-重慶南路三段(中正橋),"Chih-Kuang Senior Commercial & Industrial Vocational High School-Chongqing S. Road Sec. 3(Zhongzheng Bridge)",兩段票,"2 segments"
16406,16176,臺北客運,8,8,157402,8,8,10,捷運新店站,"MRT Xindian Sta.",捷運景安站,"MRT Jingan Sta.",46,18.3,0600,0600,2100,2100,,,,,0700,0700,2000,2000,,,,,,,一段票,"1 segments"
17300,16176,臺北客運,624,624,158429,624,624,10,新店,Xindian,西門,Ximen,160,33.55,0515,0515,2230,2230,1215,1520,,"平日05:55-07:25 發車班次全部繞駛綠野香坡",0515,0515,2230,2230,,20,30,,智光商職-重慶南路三段(中正橋),"Chih-Kuang Senior Commercial & Industrial Vocational High School-Chongqing S. Road Sec. 3(Zhongzheng Bridge)",兩段票,"2 segments"
17466,16176,臺北客運,棕7綠野香坡,BR7G,158622,棕7綠野香坡,BR7G,10,新店,Xindian,臺北市政府,"Taipei City Hall",78,47,0600,0600,1930,1930,,,,"上午尖峰0600至0830所有班次,下午尖峰1500至1630所有班次,離峰0930 1100 1230 1400 1730 1830 1930",0715,0715,1730,1730,,,,,景美女中-博嘉國小,"Jingmei Girls High School-Bojia Elementary School",二段票,"2 segments"
17940,16176,臺北客運,棕7建業路,"BR7Jianye Rd.",159437,棕7建業路,BR7-2,10,新店,"Xindian Station",臺北市政府,"Taipei City Hall",10,41,0730,0730,1800,1800,,,,,0600,0600,1800,1800,,,,,景美女中-博嘉國小,"Jingmei Girls High School-Bojia Elementary School",二段票,"2 segments"
18054,16176,臺北客運,新店(綠中海)-捷運新店站,"Green Villa-MRT Xindian stn",159712,新店(綠中海)-捷運新店站,"Green Villa - MRT Xindian stn",10,新店站,"Xindian Station",捷運新店站(新店路),"MRT Xindian Sta.(Xindian Rd.)",3,7.2,0535,0535,0635,0635,,,,," "," "," "," ",,,,,,,一段票,"1 Segment"
19148,16176,臺北客運,捷運新店站-坪林,"MRT Xindian Station-Pinglin",161467,捷運新店站-坪林,"MRT Xindian Station-Pinglin",10,捷運新店站,"MRT Xindian Sta.",坪林,Pinglin,2,62.2,0705,0705,0705,0705,,,,," "," "," "," ",,,,,新店交流道、南港系統交流道、坪林交流道,"Xindian Interchange、Nangang System Interchange、Pinglin Interchange",四段票,"4 segments"
19188,16176,臺北客運,安坑1線,K1,161537,安坑1線,K1,10,二叭子植物園,"Erbazi Botanical Garden",台北小城,"Taipei Xiaocheng",90,12.3,0600,0600,0000,0000,1525,3040,,平日06:40~07:40、15:50~16:20直行安一路二段,0615,0615,0000,0000,,30,40,,,,一段票,"1 Segment"
19189,16176,臺北客運,安坑3線,K3,161538,安坑3線,K3,10,綠野香坡,Lyuyesiangpo,安忠路,"Anzhong Rd.",90,13.3,0605,0605,0000,0000,1520,3040,,,0615,0615,0000,0000,,30,40,,,,一段票,"1 Segment"
19190,16176,臺北客運,安坑5線,K5,161539,安坑5線,K5,10,五城社區,"Wucheng Community",耕莘安康院區,"Cardinal Tien Hospital An Kang Branch",90,16.8,0600,0600,0000,0000,15,30,,,0600,0600,0000,0000,,30,30,,,,一段票,"1 Segment"
19198,16176,臺北客運,安坑2線,K2,161540,安坑2線,K2,10,黎明清境,Limingqingjing,玫瑰中國城,"Rose China Town",62,7.5,0550,0550,0000,0000,2030,3040,,,0600,0600,0000,0000,,30,40,,,,一段票,"1 Segment"
19729,16176,臺北客運,石碇高中-捷運忠孝復興站,"Shiding High School-MRT Zhongxiao Fuxing Sta.",162420,石碇高中-捷運忠孝復興站,"Shiding High School-MRT Zhongxiao Fuxing Sta.",10,石碇高中,"Shiding High School",捷運忠孝復興站,"MRT Zhongxiao Fuxing Sta.",1,15.6,0700,0700,0700,0700,,,,," "," "," "," ",,,,,國三甲、捷運科技大樓站,"National Freeway 3A、MRT Technology Building Sta.",三段票,"3 segments"
19190,16176,臺北客運,安坑5線,K5,162480,安坑5線去延,K5,10,五城社區,"Wucheng Community",耕莘安康院區,"Cardinal Tien Hospital An Kang Branch",90,16.8,0600,0600,0000,0000,15,30,,,0600,0600,0000,0000,,30,30,,,,一段票,"1 Segment"
19190,16176,臺北客運,安坑5線,K5,162481,安坑5線返延,K5,10,五城社區,"Wucheng Community",耕莘安康院區,"Cardinal Tien Hospital An Kang Branch",90,16.8,0600,0600,0000,0000,15,30,,,0600,0600,0000,0000,,30,30,,,,一段票,"1 Segment"
19188,16176,臺北客運,安坑1線,K1,162504,安坑1線直行安一路,K1,10,二叭子植物園,"Erbazi Botanical Garden",台北小城,"Taipei Xiaocheng",90,12.3,0600,0600,0000,0000,1525,3040,,平日06:40~07:40、15:50~16:20直行安一路二段,0615,0615,0000,0000,,30,40,,,,一段票,"1 Segment"
16691,16176,臺北客運,796,796,157776,796,796,10,象頭埔,Xiangtoupu,捷運中和站,"MRT Zhonghe Sta.",100,31.9,0530,0530,2240,2240,1525,2050,,21:00以後固定班次:2100、2130、2200、2240,0530,0530,2240,2240,,20,50,,,,一段票,"1 segment"
16719,16176,臺北客運,795往木柵(台灣好行-木柵平溪線),795Muzha,157817,795往木柵,"795 Muzha",10,十分寮、平溪,Shifenliao、Pingxi,木柵,Muzha,21,36.1,0600,0600,2300,2300,,,,,0600,0600,2320,2320,,,,,雙溪口，五坑,Shuangxiko-Wukeng,三段票,
16757,16176,臺北客運,795往十分寮(台灣好行-木柵平溪線),795Shifenliao,157872,795往十分寮,"795 Shifenliao",10,木柵,Muzha,十分寮,Shifenliao,16,36.1,0500,0500,1910,1910,,,,,0500,0500,1910,1910,,,,,雙溪口，五坑,Shuangxiko-Wukeng,三段票,"3 segments"
16758,16176,臺北客運,795往平溪(台灣好行-木柵平溪線),795Pingsi,157873,795往平溪,"795 Pingsi",10,木柵,Muzha,平溪,Pingxi,5,29.1,0450,0450,2220,2220,,,,,0620,0620,2220,2220,,,,,雙溪口，五坑,Shuangxiko-Wukeng,三段票,"3 segments"
16123,16176,臺北客運,667,667,158437,667,667,10,板橋,Banqiao,臺北車站,Taipei,115,25.6,0530,0530,2230,2230,0710,1015,,,0530,0530,2230,2230,,10,15,,,,一段票,"1 segments"
17523,16176,臺北客運,806,806,158691,806板橋後站,"806 Old Banqiao Sta.",10,板橋,Banqiao,蘆洲,Luzhou,70,31.7,0530,0530,2200,2210,1215,2030,,,0600,0600,2200,2200,,,,,板橋車站(文化路)-金陵女中,"New Banqiao Sta.- Ginling Girls’High School",兩段票,"2 segments"
17672,16176,臺北客運,577,577,158850,577,577,10,板橋後站,"Old Banqiao Sta.",捷運府中站,"MRT Fuchu station",42,10.4,0630,0630,2030,2030,,,,,0630,0630,2030,2030,,,,,,,一段票,"1 Segment"
17523,16176,臺北客運,806,806,158923,806蘆洲總站,"806 Luzhou Bus Terminal",10,板橋,Banqiao,蘆洲,Luzhou,70,31.7,0530,0530,2200,2210,1215,2030,,,0600,0600,2200,2200,,,,,板橋車站(文化路)-金陵女中,"New Banqiao Sta.- Ginling Girls’High School",兩段票,"2 segments"
17963,16176,臺北客運,中和-新北板橋公車站,"Zhonghe-NTPC Banqiao Bus Stop",159524,中和-新北板橋公車站,"Zhonghe-NTPC Banqiao Bus Stop",10,中和,Zhonghe,新北板橋公車站,"NTPC Banqiao Bus Stop",6,3,0640,0640,0830,0830,,,,," "," "," "," ",,,,,,,一段票,"1 segment"
16603,16176,臺北客運,920,920,157651,920,920,10,林口,Linkou,捷運府中站,"MRT Banqiao Sta.",200,59.6,0500,0500,2200,2200,1015,2030,,,0530,0530,2200,2200,,1520,1520,,高公局,"Freeway Bureau",兩段票,"2 segments"
16604,16176,臺北客運,925,925,157652,925厚德派出所,"925 Houde Police Substation",10,林口,Linkou,蘆洲,Luzhou,124,54,0500,0500,2200,2200,1520,2030,,,0530,0530,2200,2200,,2030,2030,,高公局,"Freeway Bureau",二段票,"2 segments"
16662,16176,臺北客運,948,948,157726,948,948,10,林口,Linkou,新北板橋公車站,"Banqiao Bus Stop",46,53,0540,0540,1900,1900,,,,,0600,0600,1900,1900,,,,,高公局,"National Freeway Bureau",兩段票,"2 segments"
16604,16176,臺北客運,925,925,158941,925林口站(車機),"925 Linkou Stop",10,林口,Linkou,蘆洲,Luzhou,124,54,0500,0500,2200,2200,1520,2030,,,0530,0530,2200,2200,,2030,2030,,高公局,"Freeway Bureau",二段票,"2 segments"
17835,16176,臺北客運,林口-板橋,"L-B Frog",159209,林口-板橋,"L-B Frog",10,林口站,"Linkou Stop",捷運府中站,"Fuzhong Station",1,23,0645,0645,0645,0645,,,,," "," "," "," ",假日停駛,,,,國道1號,"National Highway No. 1",二段票,"2 segment"
17970,16176,臺北客運,林口-捷運府中站,"Linkou-MRT Fuzhong Station",159547,林口-捷運府中站,"Linkou-MRT Fuzhong Station",10,林口,Linkou,捷運府中站,"MRT Fuzhong Station",2,26.6,0630,0630,0700,0700,,,,," "," "," "," ",,,,,五股交流道,"Wugu Interchange",二段票,"2 segment"
17970,16176,臺北客運,林口-捷運府中站,"Linkou-MRT Fuzhong Station",160149,林口-捷運府中站(經仁愛路),"Linkou-MRT Fuzhong Station(Renai Rd.)",10,林口,Linkou,捷運府中站,"MRT Fuzhong Station",2,26.6,0630,0630,0700,0700,,,,," "," "," "," ",,,,,五股交流道,"Wugu Interchange",二段票,"2 segment"
16604,16176,臺北客運,925,925,160357,925,925,10,林口,Linkou,蘆洲,Luzhou,124,54,0500,0500,2200,2200,1520,2030,,,0530,0530,2200,2200,,2030,2030,,高公局,"Freeway Bureau",二段票,"2 segments"
18729,16176,臺北客運,920副,920Sub,160788,920副,920Sub,10,林口轉運站,"Linkou Bus Station",捷運府中站,"MRT Fuzhong Station",8,38.6,0620,0620,1900,1900,,,,," "," "," "," ",,,,,高公局,"National Freeway Bureau",二段票,"2 Segments"
18764,16176,臺北客運,920A,920A,160843,920A,920A,10,林口(去程不繞龜山),Linkou,捷運府中站,"MRT Banqiao Sta.",2,58.4,0645,0645,0715,0715,,,,," "," "," "," ",,,,,高公局,"Freeway Bureau",兩段票,"2 Segments"
18766,16176,臺北客運,925A,925A,160845,925A,925A,10,林口(去程不繞龜山),Linkou,蘆洲,Luzhou,1,52.8,0700,0700,0700,0700,,,,," "," "," "," ",,,,,高公局,"Freeway Bureau",二段票,"2 Segments"
10151,16176,臺北客運,701,701,101510,701,701,10,迴龍,Huilong,西門,Ximen,140,46.4,0530,0530,2200,2200,1215,2030,,,0530,0530,2200,2200,,20,30,,北門街(黃石市場)-捷運龍山寺站,"eimen St.(Huangshi Market) - MRT Longshan Temple Station",二段票,"2 segments"
16207,16176,臺北客運,藍44,BL44,157202,藍44,BL44,10,樹林,Shulin,捷運永寧站,"MRT Yongning Sta.",64,16.1,0600,0600,2000,2000,,,,,0600,0600,2000,2000,,,,,,,一段票,"1 segments"
16215,16176,臺北客運,848,848,157210,848臺北區監理所,"848 Motor Vehicle Office-North",10,臺北區監理所,"County Motor Vehicle Office",新北板橋公車站,"Banqiao Bus Stop",4,14.5,1730,0720,1830,0755,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
